,header,ankle_theta,ankle_thetadot,knee_theta,knee_thetadot,forceX,forceY,forceZ,momentX,momentY,momentZ,shank_accelX,shank_accelY,shank_accelZ,shank_gyroX,shank_gyroY,shank_gyroZ,foot_accelX,foot_accelY,foot_accelZ,foot_gyroX,foot_gyroY,foot_gyroZ,thigh_accelX,thigh_accelY,thigh_accelZ,thigh_gyroX,thigh_gyroY,thigh_gyroZ,thigh_orientation,intact_thigh_accelX,intact_thigh_accelY,intact_thigh_accelZ,intact_thigh_gyroX,intact_thigh_gyroY,intact_thigh_gyroZ,intact_thigh_orientation
776,1732661854.531728,3.275319814682007,0.0,0.48333999514579773,0.0,1.6851862668991089,28.925539016723633,-0.13099822402000427,-0.009992571547627449,0.07736603915691376,-0.10559089481830597,-0.042724609375,-1.01513671875,-0.012939453125,-1.0365853309631348,0.3658536672592163,1.402438998222351,-0.2105896770954132,-0.09948430955410004,-9.875283241271973,-0.011259299702942371,-0.00914710946381092,0.001328449696302414,-2.499202013015747,-0.23141925036907196,-9.45801067352295,0.0018670177087187767,0.0017565878806635737,0.0020155885722488165,75.49840545654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,1732661854.5417264,3.275319814682007,0.0,0.48333999514579773,0.0,4.186943531036377,28.969234466552734,0.05216940492391586,-0.04241452366113663,0.0016524085076525807,-0.10862494260072708,-0.033203125,-1.010009765625,-0.01220703125,-0.6402438879013062,0.24390244483947754,1.6463414430618286,-0.09739029407501221,-0.22296644747257233,-9.831509590148926,-0.004618063569068909,-0.01648266613483429,0.000836286460980773,-2.460432767868042,-0.225214421749115,-9.481365203857422,0.0007953505264595151,0.0003497939324006438,0.003007283201441169,75.4984359741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,1732661854.551707,3.275319814682007,0.0,0.48333999514579773,0.0,3.962517738342285,27.316085815429688,0.30134859681129456,-0.07640192657709122,-0.0524149090051651,-0.11704616993665695,-0.014892578125,-1.009521484375,-0.03271484375,-0.21341463923454285,0.21341463923454285,1.585365891456604,0.05447130277752876,-0.21199867129325867,-9.770646095275879,0.0036483467556536198,-0.017516743391752243,0.002356233773753047,-2.4266650676727295,-0.21879121661186218,-9.485669136047363,0.0009046578779816628,-0.000239832530496642,0.0038751731626689434,75.498291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,1732661854.5622008,3.275319814682007,0.0,0.48333999514579773,0.0,2.7682573795318604,26.7781925201416,0.4304256737232208,-0.09243886172771454,-0.05498373508453369,-0.12297863513231277,-0.008544921875,-1.00732421875,-0.046142578125,-0.27439025044441223,0.3048780560493469,1.4329267740249634,0.21835198998451233,-0.046722181141376495,-9.740453720092773,0.009768757969141006,-0.0177492443472147,0.0019290178315714002,-2.4266650676727295,-0.21879121661186218,-9.485669136047363,0.0009046578779816628,-0.000239832530496642,0.0038751731626689434,75.498291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,1732661854.571769,3.275319814682007,0.0,0.48333999514579773,0.0,1.5628539323806763,27.37642478942871,0.5370731949806213,-0.09034066647291183,-0.0033379930537194014,-0.12412510067224503,0.001953125,-1.009521484375,-0.06689453125,-0.27439025044441223,0.3048780560493469,1.3414634466171265,0.35345596075057983,0.2242327332496643,-9.74644947052002,0.012073411606252193,-0.013482020236551762,0.001203501713462174,-2.4129438400268555,-0.2645989954471588,-9.484091758728027,0.0017659903969615698,0.001405820483341813,0.005266414023935795,75.50083923339844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,1732661854.5827644,3.275319814682007,0.0,0.48333999514579773,0.0,0.17206206917762756,27.49203872680664,0.6961949467658997,-0.1017894446849823,0.07162591814994812,-0.12271890789270401,0.00634765625,-1.00390625,-0.0751953125,-0.7621951103210449,0.27439025044441223,1.0365853309631348,0.4366784691810608,0.43165451288223267,-9.774932861328125,0.008998604491353035,-0.008433655835688114,0.002832674654200673,-2.427767038345337,-0.29972562193870544,-9.462529182434082,0.00027660490013659,-0.0015570842660963535,0.003316270187497139,75.4992904663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,1732661854.591732,3.275319814682007,0.0,0.48333999514579773,0.0,-0.5359126329421997,27.039255142211914,0.8515265583992004,-0.15019384026527405,0.1291273534297943,-0.12209606915712357,0.0107421875,-1.00390625,-0.07275390625,-1.3414634466171265,0.09146341681480408,0.7621951103210449,0.4366784691810608,0.43165451288223267,-9.774932861328125,0.008998604491353035,-0.008433655835688114,0.002832674654200673,-2.449453353881836,-0.3226517140865326,-9.473034858703613,0.000430218962719664,-0.0010612383484840393,0.0034489736426621675,75.49854278564453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,1732661854.6024725,3.275319814682007,0.0,0.48333999514579773,0.0,0.6147173643112183,27.15117835998535,0.8523233532905579,-0.198830246925354,0.14159847795963287,-0.12187676876783371,0.0068359375,-1.010009765625,-0.064697265625,-1.676829218864441,0.12195122241973877,0.7621951103210449,0.5230177044868469,0.5325899124145508,-9.780879974365234,-0.006091446615755558,-0.001650235615670681,0.0018411395139992237,-2.460181951522827,-0.3383636176586151,-9.476024627685547,0.0020747282542288303,0.0018569440580904484,0.0003182197397109121,75.49871063232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,1732661854.6117125,3.275319814682007,0.0,0.48333999514579773,0.0,3.0167601108551025,27.83167266845703,0.6094382405281067,-0.20007550716400146,0.09167025238275528,-0.11752559244632721,0.002197265625,-1.01025390625,-0.036865234375,-1.585365891456604,0.0,0.3353658616542816,0.5051952004432678,0.3520210385322571,-9.771052360534668,-0.013853944838047028,0.002753112930804491,-0.00022293764050118625,-2.460181951522827,-0.3383636176586151,-9.476024627685547,0.0020747282542288303,0.0018569440580904484,0.0003182197397109121,75.49871063232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,1732661854.6233947,3.275319814682007,0.0,0.48333999514579773,0.0,3.925112009048462,27.63801383972168,0.42749783396720886,-0.17360371351242065,-0.0027637584134936333,-0.11087696999311447,-0.005615234375,-1.009033203125,-0.021728515625,-1.4329267740249634,0.09146341681480408,0.21341463923454285,0.4589511752128601,0.09318755567073822,-9.768970489501953,-0.016003014519810677,0.007368733175098896,-0.0014093859354034066,-2.4685628414154053,-0.3343874514102936,-9.478557586669922,0.000859023304656148,0.0010691640200093389,-0.0009785485453903675,75.49938201904297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
